"","Stock Name","Jurisdiction","FMP","Science Center","Regional Ecosystem","FSSI Stock?","Assessment Year","Assessment Month","Last Data Year","Update Type","Review Result","Assessment Model","Model Version","Lead Lab","Citation","Point of Contact","Life History Data","Abundance Data","Catch Data","Assessment Level","Assessment Frequency","Assessment Type","Model Category","Catch Input Data","Abundance Input Data","Biological Input Data","Ecosystem Linkage","Composition Input Data","F Year","Estimated F","F Unit","F Basis","Flimit","Flimit Basis","Fmsy","Fmsy Basis","F/Flimit","F/Fmsy","Ftarget","Ftarget Basis","F/Ftarget","B Year","Estimated B","B Unit","B Basis","Blimit","Blimit Basis","Bmsy","Bmsy Basis","B/Blimit","B/Bmsy","MSY","MSY Unit","Species","Region"
"31","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2008,9,2007,"Benchmark","Full acceptance","VPA","ADAPT 2.8.0 - Split Model","NEFSC","NEFSC CRD 08-15 (GARM III)","James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2007,0.300000011920929,"Rate","Fully_Recruited_F_Ages_5-8",0.25,NA,0.25,NA,1.20000004768372,1.20000004768372,NA,NA,NA,2007,17672,"mt","Spawning biomass",74042,"0.5*Bmsy",148084,"B40%",0.238999992609024,0.119000002741814,31159,NA,"Atlantic cod","Georges Bank"
"32","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2012,3,2010,"Full Update","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 12-06","James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2010,0.449999988079071,"Rate","average F (F average across range of ages)",0.230000004172325,"F40%",0.230000004172325,NA,1.95700001716614,1.95700001716614,NA,NA,NA,2010,11289,"mt","Spawning biomass",70212,"0.5*Bmsy",140424,"SSB/R",0.160999998450279,0.0799999982118607,28774,NA,"Atlantic cod","Georges Bank"
"33","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2013,1,2011,"Benchmark","Full acceptance","ASAP",NA,"NEFSC","NEFSC CRD 13-01 (SARC55)","James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2011,0.430000007152557,"Rate","Average_F_Ages_5-8_Retro_Adj",0.180000007152557,"F40%",0.180000007152557,"F40% as proxy",2.38899993896484,2.38899993896484,NA,NA,NA,2011,13216,"mt","SSB_Retro_Adjusted",93267,"0.5*Bmsy",186535,"B40%",0.142000004649162,0.0710000023245811,30622,NA,"Atlantic cod","Georges Bank"
"34","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2015,11,2014,"Full Update","Reject - Results too uncertain to be considered adequate","ASAP",NA,"NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic cod","Georges Bank"
"35","Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2017,10,2016,"Full Update","Full acceptance","Plan B Smooth",NA,"NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Chris Legault",0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2016,0.17399999499321,"Relative_Expolitation","catch/smoothed_survey_biomass",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,4.69600009918213,"kg/tow","smoothed_survey_biomass",NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic cod","Georges Bank"
"36","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2005,12,2004,"Full Update","Full acceptance","VPA","ADAPT",NA,"GARM Report (2005)",NA,4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2004,0.629999995231628,"Rate","Fully_Recruited_F_Ages_4+",NA,NA,0.224999994039536,NA,NA,2.79999995231628,NA,NA,NA,NA,18800,"mt","Spawning biomass",NA,NA,82830,NA,NA,0.226999998092651,NA,NA,"Atlantic cod","Gulf of Maine"
"37","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2008,9,2007,"Benchmark","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 08-15 (GARM III)","James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2007,0.456000000238419,"Rate","Fully_Recruited_F_Ages_5-7",0.239999994635582,"F40%_MSP",0.239999994635582,"F40% as proxy",1.89999997615814,1.89999997615814,NA,NA,NA,2007,33878,"mt","Spawning biomass",29124,"0.5*Bmsy",58248,"Direct Estimate",1.16299998760223,0.582000017166138,10014,NA,"Atlantic cod","Gulf of Maine"
"38","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2012,1,2010,"Benchmark","Full acceptance","ASAP",NA,"NEFSC","NEFSC CRD 12-03 (SAW/SARC53)","James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2010,1.13999998569489,"Rate","Full F",0.200000002980232,"F40%",0.200000002980232,NA,5.69999980926514,5.69999980926514,NA,NA,NA,2010,11868,"mt","Spawning biomass",30609,"0.5*Bmsy",61218,"B40%",0.388000011444092,0.194000005722046,10392,NA,"Atlantic cod","Gulf of Maine"
"39","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2013,1,2011,"Benchmark","Full acceptance","ASAP","SEE COMMENTS","NEFSC","NEFSC CRD 13.01 (SAW/SARC55)","James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2011,NA,"Inst.  annual F","Full F",NA,"F40%",NA,NA,NA,NA,NA,NA,NA,2011,NA,"mt",NA,NA,"0.5*Bmsy",NA,"B40%",NA,NA,NA,NA,"Atlantic cod","Gulf of Maine"
"40","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2014,11,2013,"Full Update","Full acceptance","ASAP",NA,"NEFSC","NEFSC CRD 14.14 (Assessment Update Report of the Gulf of Maine Atlantic Cod Stock. by M. Palmer)","James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2013,NA,"Inst.  annual F","Full F",NA,"F40%",NA,NA,NA,NA,NA,NA,NA,2013,NA,"mt",NA,NA,"0.5*Bmsy",NA,"B40%",NA,NA,NA,NA,"Atlantic cod","Gulf of Maine"
"41","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2015,11,2014,"Full Update","Full acceptance","ASAP",NA,"NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2014,NA,"Inst.  annual F","Full F",NA,"F40%",NA,NA,NA,NA,NA,NA,NA,2014,NA,"mt",NA,NA,"0.5*Bmsy",NA,"B40%",NA,NA,NA,NA,"Atlantic cod","Gulf of Maine"
"42","Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2017,10,2016,"Full Update","Full acceptance","2 ASAP Models","M = 0.2 & M-ramp","NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Michael Palmer",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2016,NA,"Inst.  annual F","Full F",NA,"F40%",NA,NA,NA,NA,NA,NA,NA,2016,NA,"mt",NA,NA,"0.5*Bmsy",NA,"B40%",NA,NA,NA,NA,"Atlantic cod","Gulf of Maine"
"43","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2005,12,2004,"Full Update","Full acceptance","NEFSC Trawl Survey CPUE",NA,NA,"GARM Report (2005)",NA,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,25,"mt","Total_Landings_(US+CAN)",NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,288,"mt","Survey CPUE",2700,"1/2 Bmsy",5400,"Bmsy",0.10700000077486,0.0500000007450581,NA,NA,"Atlantic halibut","Northwestern Atlantic Coast"
"44","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2008,9,2007,"Benchmark","Full acceptance","Replacement Yield & NFT YPR","NFT YPR 2.7.2","NEFSC","GARM III Report 2008","James Weinberg",2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,2007,0.0649999976158142,"Annual Exploitation Rate","U (exploitation rate = catch/biomass)",0.0700000002980232,"F 0.1",0.0700000002980232,"F 0.1",0.929000020027161,0.929000020027161,NA,NA,NA,2007,1300,"mt","Total stock biomass",24500,"0.5*Bmsy",49000,"Surplus Production Model",0.0529999993741512,0.0270000007003546,3500,NA,"Atlantic halibut","Northwestern Atlantic Coast"
"45","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2012,3,2010,"Full Update","Full acceptance","Replacement Yield & NFT YPR","NFT YPR","NEFSC","NEFSC CRD 12-06 (2012)","James Weinberg",2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,2010,0.0320000015199184,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",0.0729999989271164,"F 0.1",0.0729999989271164,"F 0.1",0.437999993562698,0.437999993562698,NA,NA,NA,2010,1662,"mt","Total stock biomass",24500,"0.5*Bmsy",49000,"Direct Estimate",0.068000003695488,0.034000001847744,3500,"mt","Atlantic halibut","Northwestern Atlantic Coast"
"46","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2015,11,2014,"Full Update","Reject - Results too uncertain to be considered adequate","Replacement Yield & NFT YPR",NA,"NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","James Weinberg",2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic halibut","Northwestern Atlantic Coast"
"47","Atlantic halibut - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2018,1,2016,"Full Update","Full acceptance","First and Second Derivative Model",NA,"NEFSC","http://s3.amazonaws.com/nefmc.org/Halibut-Assessment-Report-draft-12-01-2017.pdf",NA,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic halibut","Northwestern Atlantic Coast"
"48","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",2009,7,2007,"New","Partial acceptance - Biomass estimates","SCALE",NA,"NEFSC","NEFSC CRD 09-02 (2009)","James Weinberg",2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,2007,0.158000007271767,"Rate","apical F (max F at age)",0.185000002384186,"F40%",0.185000002384186,"F40% as proxy",0.853999972343445,0.853999972343445,NA,NA,NA,2007,562,"mt","Spawning biomass",874,"0.5*Bmsy",1747,"SSB40%",0.64300000667572,0.321999996900558,278,NA,"Atlantic wolffish","Gulf of Maine / Georges Bank"
"49","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",2012,3,2010,"Full Update","Full acceptance","SCALE",NA,"NEFSC","NEFSC CRD 12-06","James Weinberg",2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,2010,0.0700000002980232,"apical F","apical F (max F at age)",0.330000013113022,"F40%",0.330000013113022,"F40% as proxy",0.211999997496605,0.211999997496605,NA,NA,NA,2010,505,"mt","Spawning biomass",878,"0.5*Bmsy",1756,"SSB40%",0.574999988079071,0.287999987602234,261,"mt","Atlantic wolffish","Gulf of Maine / Georges Bank"
"50","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",2015,11,2014,"Full Update","Full acceptance","SCALE",NA,"NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","James Weinberg",2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,2014,0.00300000002607703,"apical F","apical F (max F at age)",0.243000000715256,"F40%",0.243000000715256,"F40% as proxy",0.0120000001043081,0.00999999977648258,NA,NA,NA,2014,638,"mt","Spawning biomass",832,"0.5*Bmsy",1663,"SSB40%",0.767000019550323,0.379999995231628,244,"mt","Atlantic wolffish","Gulf of Maine / Georges Bank"
"51","Atlantic wolffish - Gulf of Maine / Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",2017,10,2016,"Full Update","Full acceptance","SCALE",NA,"NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Charles Adams",2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,2016,0.0020000000949949,"apical F","apical F (max F at age)",0.219999998807907,"F40%",0.219999998807907,"F40% as proxy",0.00899999961256981,0.00899999961256981,NA,NA,NA,2016,652,"mt","Spawning biomass",806,"0.5*Bmsy",1612,"SSB40%",0.809000015258789,0.404000014066696,232,"mt","Atlantic wolffish","Gulf of Maine / Georges Bank"
"52","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",2013,7,2012,"Full Update","Full acceptance","VPA","0.8 Model","NEFSC","TRAC Status Report 2014/02","Loretta O'Brien",4,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2012,0.159999996423721,"Rate","Average_F_Ages_5-8",NA,NA,0.259999990463257,"Fref",NA,0.615000009536743,NA,NA,NA,NA,183600,"mt","Age_3+_Biomass",NA,NA,NA,NA,NA,NA,NA,NA,"Haddock","Eastern Georges Bank"
"53","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",2014,7,2013,"Full Update","Full acceptance","VPA",NA,"NEFSC","TRAC Status Report 2014/02","Loretta O'Brien",4,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2013,0.159999996423721,"Rate","Average_F_Ages_5-8",NA,NA,0.259999990463257,NA,NA,0.615000009536743,NA,NA,NA,NA,160300,"mt","Age_3+_Biomass",NA,NA,NA,NA,NA,NA,NA,NA,"Haddock","Eastern Georges Bank"
"54","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",2015,7,2014,"Full Update","Full acceptance","VPA",NA,"NEFSC","TRAC Status Report 2015/02","Liz Brooks",4,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2014,0.230000004172325,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",NA,NA,0.259999990463257,NA,NA,0.884999990463257,NA,NA,NA,2014,117000,"mt","Spawning biomass",NA,NA,NA,NA,NA,NA,NA,NA,"Haddock","Eastern Georges Bank"
"55","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",2016,7,2015,"Full Update","Full acceptance","VPA",NA,"NEFSC","TRAC Status Report 2016/02","Liz Brooks",4,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2014,0.230000004172325,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",NA,NA,0.259999990463257,NA,NA,0.884999990463257,NA,NA,NA,2016,455806,"mt","Spawning biomass",NA,NA,NA,NA,NA,NA,NA,NA,"Haddock","Eastern Georges Bank"
"56","Haddock - Eastern Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",2017,7,2016,"Full Update","Full acceptance","VPA",NA,"NEFSC","TRAC Status Report 2017/02","Liz Brooks",4,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,2016,0.100000001490116,"Instantaneous annual F averaged across ages","average_F_age_4-8",NA,NA,0.259999990463257,NA,NA,0.384999990463257,NA,NA,NA,2017,274482,"mt","Age_3+_Biomass",NA,NA,NA,NA,NA,NA,NA,NA,"Haddock","Eastern Georges Bank"
"57","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2005,12,2004,"Full Update","Full acceptance","VPA",NA,NA,"GARM Report (2005)",NA,4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0.239999994635582,"Rate","Average_F_Ages_4-7",0.263000011444092,NA,0.263000011444092,NA,0.912999987602234,0.912999987602234,NA,"Fmsy",NA,NA,116800,"mt","Spawning biomass",125200,"1/2 Bmsy",250300,"SSBmsy",0.933000028133392,0.467000007629395,NA,NA,"Haddock","Georges Bank"
"58","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2008,9,2007,"Benchmark","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 08-15 (GARM III)","James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2007,0.230000004172325,"Rate","Fully_Selected_F_Ages_5-7",0.349999994039536,"Fmsy",0.349999994039536,"F40% as proxy",0.657000005245209,0.657000005245209,NA,NA,NA,2007,315975,"mt","Spawning biomass",79437,"1/2 Bmsy",158873,"Equilibrium_SSB",3.9779999256134,1.9889999628067,32746,NA,"Haddock","Georges Bank"
"59","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2012,3,2010,"Full Update","Full acceptance","VPA","ADAPT 2.8.0","NEFSC","NEFSC CRD 12-06","James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2010,0.180000007152557,"Rate_Ages_5-7","average F (F average across range of ages)",0.389999985694885,"F40%",0.389999985694885,NA,0.462000012397766,0.462000012397766,NA,NA,NA,2010,167279,"mt","Spawning biomass",62450,"1/2 Bmsy",124900,"SSB/R (F40MSP)",2.67899990081787,1.33899998664856,28000,NA,"Haddock","Georges Bank"
"60","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2015,11,2014,"Full Update","Full acceptance","VPA","2.8.0","NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","James Weinberg",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2014,0.24099999666214,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",0.389999985694885,"F40%",0.389999985694885,NA,0.620000004768372,0.620000004768372,NA,NA,NA,2014,150053,"mt","Spawning biomass",54150,"1/2 Bmsy",108300,"SSB/R (F40MSP)",2.77099990844727,1.38999998569489,24900,NA,"Haddock","Georges Bank"
"61","Haddock - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2017,10,2016,"Full Update","Full acceptance","VPA","2.8.0","NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","Elizabeth Brooks",4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,2016,0.308999985456467,"Average_F_ages_5-7","average F (F average across range of ages)",0.349999994039536,"F40%",0.349999994039536,"F40% as proxy",0.883000016212463,0.883000016212463,NA,NA,NA,2016,290324,"mt","Spawning biomass",52156,"1/2 Bmsy",104312,"SSB/R (F40MSP)",5.56599998474121,2.78299999237061,24372,"mt","Haddock","Georges Bank"
"62","Haddock - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2005,12,2004,"Full Update","Full acceptance","Fall Survey CPUE Index",NA,NA,"GARM Report (2005)",NA,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.180000007152557,"Annual Exploitation Rate","U (exploitation rate = catch/biomass)",0.230000004172325,"Fmsy",0.230000004172325,"Frebuilding",0.779999971389771,0.782999992370605,NA,NA,NA,NA,5.78999996185303,"kg/tow","3-year_avg._survey_biomass",11.0900001525879,"1/2 Bmsy proxy",22.1700000762939,"Bmsy proxy",0.550000011920929,0.270000010728836,NA,NA,"Haddock","Gulf of Maine"
"63","Haddock - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2008,9,2007,"Benchmark","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 08-15 (GARM III)","James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2007,0.349999994039536,"Fully_Recruited_F","Ages_6-8",0.430000007152557,"Fmsy",0.430000007152557,"F40% as proxy",0.814000010490417,0.814000010490417,NA,NA,NA,2007,5850,"mt","Spawning biomass",2950,"1/2 Bmsy proxy",5900,"Equilibrium_at_F40%",1.98300004005432,0.991999983787537,1360,NA,"Haddock","Gulf of Maine"
"64","Haddock - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2012,3,2010,"Full Update","Full acceptance","VPA","2.8.0","NEFSC","NEFSC CRD 12-06","James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2010,0.819999992847443,"Average_F","Ages_6-8",0.46000000834465,"F40%",0.46000000834465,"F40% as proxy",1.78299999237061,1.78299999237061,NA,NA,NA,2010,2868,"mt","Spawning biomass",2452,"1/2 Bmsy proxy",4904,"SSB/R(F40MS",1.16999995708466,0.584999978542328,1177,NA,"Haddock","Gulf of Maine"
"65","Haddock - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2014,8,2013,"Benchmark","Full acceptance","ASAP",NA,"NEFSC","NEFSC CRD 14-07 (59th Northeast Regional Stock Assessment Workshop (59th SAW) Assessment Summary Report","James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2013,0.389999985694885,"Fully_selected_F","average F (F average across range of ages)",0.46000000834465,"Fmsy",0.46000000834465,"F40% as proxy",0.847000002861023,0.847000002861023,NA,NA,NA,2013,4153,"mt","Spawning biomass",2054,"1/2 Bmsy proxy",4108,"SSB/R(F40MS",2.01999998092651,1.00999999046326,955,NA,"Haddock","Gulf of Maine"
"66","Haddock - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2015,11,2014,"Full Update","Full acceptance","ASAP",NA,"NEFSC","Northeast Fisheries Science Center. 2015. Operational Assessment of 20 Northeast Groundfish Stocks, Updated Through 2014. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 15-24; 251 p.","James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2014,0.256999999284744,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",0.467999994754791,"F40%",0.467999994754791,NA,0.549000024795532,0.550000011920929,NA,NA,NA,2014,10325,"mt","Spawning biomass",2312,"1/2 Bmsy proxy",4623,"SSB/R(F40MS",4.46600008010864,2.23000001907349,1083,NA,"Haddock","Gulf of Maine"
"67","Haddock - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Y",2017,10,2016,"Full Update","Full acceptance","ASAP","Michael Palmer","NEFSC","Northeast Fisheries Science Center. 2017. Operational Assessment of 19 Northeast Groundfish Stocks, Updated Through 2016. US Dept Commer, Northeast Fish Sci Cent Ref Doc. 17-17.","James Weinberg",4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,2016,0.136999994516373,"Instantaneous annual F averaged across ages","average F (F average across range of ages)",0.46000000834465,"F40%",0.46000000834465,"F40% as proxy",0.298000007867813,0.298000007867813,NA,NA,NA,2016,47821,"mt","Spawning biomass",3384,"1/2 Bmsy proxy",6769,"SSB/R(F40MS",14.1319999694824,7.06500005722046,1547,"mt","Haddock","Gulf of Maine"
"68","Ocean pout - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",2005,12,2004,"Full Update","Full acceptance","Index","Survey CPUE",NA,"GARM Report (2005)",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2004,0.00999999977648258,"Annual Exploitation Rate","Landings/Survey_Index",NA,"Frebuild",0.310000002384186,"Direct estimate",NA,0.0320000015199184,NA,"Fmsy proxy",NA,2004,1.77999997138977,"kg/tow","Survey CPUE",2.45000004768372,"1/2 Bmsy proxy",4.90000009536743,"Bmsy proxy",0.726999998092651,0.363000005483627,1500,"mt","Ocean pout","Northwestern Atlantic Coast"
"69","Ocean pout - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",2008,9,NA,"Benchmark","Full acceptance","Index Method","Survey CPUE","NEFSC","NEFSC CRD 08-15 (GARM III)","James Weinberg",2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,2007,0.379999995231628,"Annual Exploitation Rate","Landings/Survey_Index",0.759999990463257,NA,0.759999990463257,"median_exploitation_1977-1985",0.5,0.5,NA,NA,NA,2007,0.479999989271164,"kg/tow","Survey CPUE",2.47000002861023,"1/2 Bmsy proxy",4.94000005722046,"Average_Survey_Biomass_1977-1985",0.194000005722046,0.0970000028610229,3754,NA,"Ocean pout","Northwestern Atlantic Coast"
"70","Ocean pout - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",2012,3,2010,"Full Update","Full acceptance","Index Method","Suevey CPUE","NEFSC","NEFSC CRD 12-06","James Weinberg",2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,2010,0.310000002384186,"Annual Exploitation Rate","Landings_Survey_Index",0.759999990463257,"RelF at replacement",0.759999990463257,"Median_Exploitation_1980-1991",0.407999992370605,0.407999992370605,NA,NA,NA,2010,0.409999996423721,"kg/tow","survey",2.47000002861023,"1/2 Bmsy proxy",4.94000005722046,"Median_Survey_Index_1980-1991",0.165999993681908,0.0829999968409538,3754,"mt","Ocean pout","Northwestern Atlantic Coast"
"71","Ocean pout - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","N",2015,11,2014,"Full Update","Full acceptance","Index Method",NA,"NEFSC","NEFSC CRD 15-24 (Operational Assessment)","James Weinberg",2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,2014,0.270000010728836,"relative F","relative F",0.759999990463257,"RelF at replacement",0.759999990463257,"RelF at replacement",0.354999989271164,0.354999989271164,NA,NA,NA,2014,0.28999999165535,"kg/tow","survey",2.47000002861023,"1/2 Bmsy proxy",4.94000005722046,NA,0.116999998688698,0.0590000003576279,3754,"mt","Ocean pout","Northwestern Atlantic Coast"
